ENSG.ID	Gene.type	Gene.name	Chromosome
ENSG00000239545	misc_RNA	RN7SL822P	4
ENSG00000203897	lncRNA	SPATA42	1
ENSG00000236530	processed_pseudogene	KPNA2P1	4
ENSG00000244002	processed_pseudogene	RPSAP39	4
ENSG00000248408	lncRNA	LINC02469	4
ENSG00000085760	protein_coding	MTIF2	2
ENSG00000251321	lncRNA	PCAT4	4
ENSG00000248340	processed_pseudogene	PIMREGP4	4
ENSG00000131097	protein_coding	HIGD1B	17
ENSG00000228054	processed_pseudogene	RANP5	1
ENSG00000230891	lncRNA	LINC00692	3
ENSG00000273382	lncRNA	TMEM167B-DT	1
ENSG00000163297	protein_coding	ANTXR2	4
ENSG00000215717	protein_coding	TMEM167B	1
ENSG00000013725	protein_coding	CD6	11
ENSG00000051128	protein_coding	HOMER3	19
ENSG00000221120	miRNA	MIR1224	3
ENSG00000214160	protein_coding	ALG3	3
ENSG00000278249	scaRNA	SCARNA2	1
ENSG00000108883	protein_coding	EFTUD2	17
ENSG00000132676	protein_coding	DAP3	1
ENSG00000239825	misc_RNA	RN7SL549P	7
ENSG00000235926	processed_pseudogene	RPS29P15	7
ENSG00000146830	protein_coding	GIGYF1	7
ENSG00000250021	protein_coding	ARPIN-AP3S2	15
ENSG00000162997	transcribed_unitary_pseudogene	PRORSD1P	2
ENSG00000178397	protein_coding	FAM220A	7
ENSG00000264966	miRNA	MIR5094	15
ENSG00000284753	protein_coding	EEF1AKMT4	3
ENSG00000264796	miRNA	MIR5009	15
ENSG00000212420	snRNA	RNU6-1111P	15
ENSG00000242498	protein_coding	ARPIN	15
ENSG00000274319	processed_pseudogene	RPSAP73	7
ENSG00000284917	protein_coding	EEF1AKMT4-ECE2	3
ENSG00000164535	protein_coding	DAGLB	7
ENSG00000228305	processed_pseudogene	PRELID1P6	2
ENSG00000229920	transcribed_processed_pseudogene	RPS4XP5	2
ENSG00000234488	processed_pseudogene	RPL27P6	2
ENSG00000228872	processed_pseudogene	CSP1	2
ENSG00000229221	processed_pseudogene	HNRNPA1P66	2
ENSG00000112539	protein_coding	C6orf118	6
ENSG00000014641	protein_coding	MDH1	2
ENSG00000252645	snRNA	RNU7-111P	15
ENSG00000105329	protein_coding	TGFB1	19
ENSG00000199523	rRNA_pseudogene	RNA5SP226	6
ENSG00000206681	snRNA	RNU6-730P	6
ENSG00000185024	protein_coding	BRF1	14
ENSG00000182718	protein_coding	ANXA2	15
ENSG00000204386	protein_coding	NEU1	6
ENSG00000128805	protein_coding	ARHGAP22	10
ENSG00000130175	protein_coding	PRKCSH	19
ENSG00000166986	protein_coding	MARS1	12
ENSG00000163888	protein_coding	CAMK2N2	3
ENSG00000175166	protein_coding	PSMD2	3
ENSG00000207153	snRNA	RNU6-933P	11
ENSG00000256733	lncRNA	LINC02954	11
ENSG00000252988	snRNA	RNU6-111P	2
ENSG00000110446	protein_coding	SLC15A3	11
ENSG00000226544	processed_pseudogene	RPL7P22	5
ENSG00000223497	unitary_pseudogene	H2BL1P	5
ENSG00000135316	protein_coding	SYNCRIP	6
ENSG00000249085	lncRNA	TNPO1-DT	5
ENSG00000214484	processed_pseudogene	RPSAP28	2
ENSG00000263593	miRNA	MIR4804	5
ENSG00000242602	processed_pseudogene	RPL35AP13	5
ENSG00000230002	lncRNA	ALMS1-IT1	2
ENSG00000272081	lncRNA	FCHO2-DT	5
ENSG00000248930	processed_pseudogene	CHP1P1	5
ENSG00000144035	protein_coding	NAT8	2
ENSG00000184349	protein_coding	EFNA5	5
ENSG00000136240	protein_coding	KDELR2	7
ENSG00000239708	misc_RNA	RN7SL782P	5
ENSG00000251732	misc_RNA	RN7SKP122	5
ENSG00000144034	protein_coding	TPRKB	2
ENSG00000250859	processed_pseudogene	HNRNPKP1	5
ENSG00000164244	protein_coding	PRRC1	5
ENSG00000167131	protein_coding	CCDC103	17
ENSG00000203761	unprocessed_pseudogene	MSTO2P	1
ENSG00000132718	protein_coding	SYT11	1
ENSG00000164889	protein_coding	SLC4A2	7
ENSG00000248682	lncRNA	ARHGAP22-IT1	10
ENSG00000101210	protein_coding	EEF1A2	20
ENSG00000132680	protein_coding	KHDC4	1
ENSG00000228754	processed_pseudogene	RPL13AP19	10
ENSG00000165732	protein_coding	DDX21	10
ENSG00000238161	unprocessed_pseudogene	OR7E117P	11
ENSG00000167311	protein_coding	ART5	11
ENSG00000165349	protein_coding	SLC7A3	X
ENSG00000186185	protein_coding	KIF18B	17
ENSG00000234945	lncRNA	GTF3C2-AS1	2
ENSG00000129744	protein_coding	ART1	11
ENSG00000230629	processed_pseudogene	RPS23P8	X
ENSG00000234072	lncRNA	GTF3C2-AS2	2
ENSG00000147168	protein_coding	IL2RG	X
ENSG00000075043	protein_coding	KCNQ2	20
ENSG00000129749	protein_coding	CHRNA10	11
ENSG00000165643	protein_coding	SOHLH1	9
ENSG00000115234	protein_coding	SNX17	2
ENSG00000251032	processed_pseudogene	CUL1P1	5
ENSG00000204928	protein_coding	GRXCR2	5
ENSG00000251934	snRNA	RNU6-1143P	11
ENSG00000238304	snRNA	RNU7-50P	11
ENSG00000266933	lncRNA	MADCAM1-AS1	19
ENSG00000134058	protein_coding	CDK7	5
ENSG00000148985	protein_coding	PGAP2	11
ENSG00000141933	protein_coding	TPGS1	19
ENSG00000107147	protein_coding	KCNT1	9
ENSG00000099804	protein_coding	CDC34	19
ENSG00000267334	lncRNA	KIF18B-DT	17
ENSG00000131094	protein_coding	C1QL1	17
ENSG00000207475	snoRNA	SNORA80E	1
ENSG00000280466	scaRNA	SCARNA4	1
ENSG00000125351	protein_coding	UPF3B	X
ENSG00000277817	miRNA	MIR6738	1
ENSG00000273002	lncRNA	ARHGEF2-AS2	1
ENSG00000265692	lncRNA	LINC01970	17
ENSG00000224276	lncRNA	ARHGEF2-AS1	1
ENSG00000173762	protein_coding	CD7	17
ENSG00000163479	protein_coding	SSR2	1
ENSG00000197540	protein_coding	GZMM	19
ENSG00000283314	lncRNA	LINC02357	4
ENSG00000163394	protein_coding	CCKAR	4
ENSG00000141574	protein_coding	SECTM1	17
ENSG00000147065	protein_coding	MSN	X
ENSG00000176490	protein_coding	DIRAS1	19
ENSG00000128039	protein_coding	SRD5A3	4
ENSG00000145002	protein_coding	FAM86B2	8
ENSG00000141873	protein_coding	SLC39A3	19
ENSG00000273257	lncRNA	LINC02928	4
ENSG00000153012	protein_coding	LGI2	4
ENSG00000164920	protein_coding	OSR2	8
ENSG00000114867	protein_coding	EIF4G1	3
ENSG00000104969	protein_coding	SGTA	19
ENSG00000163795	protein_coding	ZNF513	2
ENSG00000281501	lncRNA	SEPSECS-AS1	4
ENSG00000038210	protein_coding	PI4K2B	4
ENSG00000115241	protein_coding	PPM1G	2
ENSG00000200084	snoRNA	SNORD68	16
ENSG00000284152	miRNA	MIR6758	12
ENSG00000101935	protein_coding	AMMECR1	X
ENSG00000208028	miRNA	MIR616	12
ENSG00000178773	protein_coding	CPNE7	16
ENSG00000166987	protein_coding	MBD6	12
ENSG00000182459	protein_coding	TEX19	17
ENSG00000158941	protein_coding	CCAR2	8
ENSG00000181396	protein_coding	OGFOD3	17
ENSG00000087303	protein_coding	NID2	14
ENSG00000109618	protein_coding	SEPSECS	4
ENSG00000183323	protein_coding	CCDC125	5
ENSG00000133136	protein_coding	GNG5B	X
ENSG00000130826	protein_coding	DKC1	X
ENSG00000213453	processed_pseudogene	FTH1P3	2
ENSG00000160803	protein_coding	UBQLN4	1
ENSG00000115216	protein_coding	NRBP1	2
ENSG00000132698	protein_coding	RAB25	1
ENSG00000213830	processed_pseudogene	CFL1P5	5
ENSG00000215006	processed_pseudogene	CHCHD2P2	5
ENSG00000271045	processed_pseudogene	NDUFB9P1	5
ENSG00000085231	protein_coding	AK6	5
ENSG00000218475	processed_pseudogene	ACTG1P18	6
ENSG00000166908	protein_coding	PIP4K2C	12
ENSG00000266128	misc_RNA	RN7SL366P	6
ENSG00000226577	unprocessed_pseudogene	MICC	6
ENSG00000260238	protein_coding	PMF1-BGLAP	1
ENSG00000185324	protein_coding	CDK10	16
ENSG00000229068	processed_pseudogene	TMPOP1	6
ENSG00000224936	processed_pseudogene	SUCLA2P1	6
ENSG00000236603	processed_pseudogene	RANP1	6
ENSG00000204592	protein_coding	HLA-E	6
ENSG00000136367	protein_coding	ZFHX2	14
ENSG00000048342	protein_coding	CC2D2A	4
ENSG00000279066	lncRNA	HEXD-IT1	17
ENSG00000266445	lncRNA	NARF-AS1	17
ENSG00000266236	lncRNA	NARF-IT1	17
ENSG00000265110	miRNA	MIR4731	17
ENSG00000152942	protein_coding	RAD17	5
ENSG00000152782	protein_coding	PANK1	10
ENSG00000198681	protein_coding	MAGEA1	X
ENSG00000125409	protein_coding	TEKT3	17
ENSG00000092051	protein_coding	JPH4	14
ENSG00000278803	protein_coding	PWWP4	X
ENSG00000102225	protein_coding	CDK16	X
ENSG00000242252	protein_coding	BGLAP	1
ENSG00000198952	protein_coding	SMG5	1
ENSG00000235781	lncRNA	LINC02569	6
ENSG00000204576	protein_coding	PRR3	6
ENSG00000178498	protein_coding	DTX3	12
ENSG00000200437	snRNA	RNU6-799P	17
ENSG00000239888	misc_RNA	RN7SL792P	17
ENSG00000015133	protein_coding	CCDC88C	14
ENSG00000283000	lncRNA	LINC02635	10
ENSG00000266228	miRNA	MIR3611	10
ENSG00000109099	protein_coding	PMP22	17
ENSG00000253054	snRNA	RNU7-77P	10
ENSG00000233343	processed_pseudogene	ATP6V1G1P4	10
ENSG00000152766	protein_coding	ANKRD22	10
ENSG00000234256	processed_pseudogene	PTCD2P2	10
ENSG00000138134	protein_coding	STAMBPL1	10
ENSG00000216101	miRNA	MIR877	6
ENSG00000204569	protein_coding	PPP1R10	6
ENSG00000172009	protein_coding	THOP1	19
ENSG00000240771	protein_coding	ARHGEF25	12
ENSG00000157992	protein_coding	KRTCAP3	2
ENSG00000180139	lncRNA	ACTA2-AS1	10
ENSG00000223189	snRNA	RNU6-177P	7
ENSG00000163472	protein_coding	TMEM79	1
ENSG00000281490	processed_pseudogene	CICP14	7
ENSG00000107796	protein_coding	ACTA2	10
ENSG00000239722	processed_pseudogene	IMP3P2	7
ENSG00000201041	rRNA_pseudogene	RNA5SP242	7
ENSG00000252866	rRNA_pseudogene	RNA5SP243	7
ENSG00000244218	misc_RNA	RN7SL81P	7
ENSG00000128596	protein_coding	CCDC136	7
ENSG00000163468	protein_coding	CCT3	1
ENSG00000100938	protein_coding	GMPR2	14
ENSG00000177105	protein_coding	RHOG	11
ENSG00000228661	lncRNA	STIM1-AS1	11
ENSG00000284525	miRNA	MIR4687	11
ENSG00000230593	processed_pseudogene	PPIAP40	11
ENSG00000255141	processed_pseudogene	HNRNPA1P76	11
ENSG00000204568	protein_coding	MRPS18B	6
ENSG00000200003	snRNA	RNU6-986P	2
ENSG00000115226	protein_coding	FNDC4	2
ENSG00000240385	processed_pseudogene	RPS29P20	11
ENSG00000015592	protein_coding	STMN4	8
ENSG00000167325	protein_coding	RRM1	11
ENSG00000265375	miRNA	MIR4679-2	10
ENSG00000283664	miRNA	MIR4679-1	10
ENSG00000225383	lncRNA	SFTA1P	10
ENSG00000260259	lncRNA	LINC02166	16
ENSG00000158792	protein_coding	SPATA2L	16
ENSG00000135454	protein_coding	B4GALNT1	12
ENSG00000075399	protein_coding	VPS9D1	16
ENSG00000137343	protein_coding	ATAT1	6
ENSG00000229240	lncRNA	LINC00710	10
ENSG00000138002	protein_coding	IFT172	2
ENSG00000172006	protein_coding	ZNF554	19
ENSG00000166619	protein_coding	BLCAP	20
ENSG00000186300	protein_coding	ZNF555	19
ENSG00000261373	lncRNA	VPS9D1-AS1	16
ENSG00000242902	lncRNA	FLNC-AS1	7
ENSG00000128524	protein_coding	ATP6V1F	7
ENSG00000131165	protein_coding	CHMP1A	16
ENSG00000272899	protein_coding	ATP6V1FNB	7
ENSG00000237986	lncRNA	CELF2-AS2	10
ENSG00000242241	misc_RNA	RN7SL306P	7
ENSG00000244556	processed_pseudogene	ODCP	7
ENSG00000230359	transcribed_processed_pseudogene	TPI1P2	7
ENSG00000053438	protein_coding	NNAT	20
ENSG00000172000	protein_coding	ZNF556	19
ENSG00000240416	processed_pseudogene	CYCSP20	7
ENSG00000158457	protein_coding	TSPAN33	7
ENSG00000181800	lncRNA	CELF2-AS1	10
ENSG00000235044	processed_pseudogene	PPIAP3	20
ENSG00000166321	protein_coding	NUDT13	10
ENSG00000274469	lncRNA	LINC01746	20
ENSG00000228234	processed_pseudogene	GLRXP1	20
ENSG00000225759	lncRNA	LINC00489	20
ENSG00000101004	protein_coding	NINL	20
ENSG00000079999	protein_coding	KEAP1	19
ENSG00000200629	misc_RNA	RNY1P11	7
ENSG00000128602	protein_coding	SMO	7
ENSG00000242990	processed_pseudogene	RPL13AP23	12
ENSG00000255737	lncRNA	AGAP2-AS1	12
ENSG00000135452	protein_coding	TSPAN31	12
ENSG00000255276	lncRNA	RRM1-AS1	11
ENSG00000231548	transcribed_unitary_pseudogene	OR55B1P	11
ENSG00000249754	processed_pseudogene	NDUFB4P9	4
ENSG00000241923	processed_pseudogene	RPL14P3	4
ENSG00000254480	lncRNA	LINC02749	11
ENSG00000102226	protein_coding	USP11	X
ENSG00000153132	protein_coding	CLGN	4
ENSG00000255387	processed_pseudogene	RDXP1	11
ENSG00000187079	protein_coding	TEAD1	11
ENSG00000150281	protein_coding	CTF1	16
ENSG00000125510	protein_coding	OPRL1	20
ENSG00000155714	protein_coding	PDZD9	16
ENSG00000229539	lncRNA	PANK2-AS1	20
ENSG00000088827	protein_coding	SIGLEC1	20
ENSG00000130734	protein_coding	ATG4D	19
ENSG00000147588	protein_coding	PMP2	8
ENSG00000103194	protein_coding	USP10	16
ENSG00000106571	protein_coding	GLI3	7
ENSG00000135446	protein_coding	CDK4	12
ENSG00000205186	protein_coding	FABP9	8
ENSG00000170323	protein_coding	FABP4	8
ENSG00000132507	protein_coding	EIF5A	17
ENSG00000205301	protein_coding	MGAT4D	4
ENSG00000251381	lncRNA	LINC00958	11
ENSG00000237264	processed_pseudogene	FTH1P11	8
ENSG00000254151	processed_pseudogene	NIPA2P4	8
ENSG00000071889	protein_coding	FAM3A	X
ENSG00000240427	processed_pseudogene	RPS26P34	8
ENSG00000205184	unprocessed_pseudogene	SLC10A5P1	8
ENSG00000133731	protein_coding	IMPA1	8
ENSG00000221164	snoRNA	SNORA11F	10
ENSG00000122882	protein_coding	ECD	10
ENSG00000254670	lncRNA	RASSF10-DT	11
ENSG00000085733	protein_coding	CTTN	11
ENSG00000132677	protein_coding	RHBG	1
ENSG00000179387	protein_coding	ELMOD2	4
ENSG00000064270	protein_coding	ATP2C2	16
ENSG00000238364	snRNA	RNU7-140P	19
ENSG00000221410	miRNA	MIR1238	19
ENSG00000170419	protein_coding	VSTM2A	7
ENSG00000129347	protein_coding	KRI1	19
ENSG00000152939	protein_coding	MARVELD2	5
ENSG00000109424	protein_coding	UCP1	4
ENSG00000283621	miRNA	MIR6759	12
ENSG00000139266	protein_coding	MARCHF9	12
ENSG00000228415	processed_pseudogene	PTMAP1	6
ENSG00000204564	protein_coding	C6orf136	6
ENSG00000037897	protein_coding	METTL1	12
ENSG00000242102	misc_RNA	RN7SL152P	4
ENSG00000249661	processed_pseudogene	TNRC18P1	4
ENSG00000121895	protein_coding	TMEM156	4
ENSG00000105926	protein_coding	PALS2	7
ENSG00000248785	processed_pseudogene	HIGD1AP14	4
ENSG00000138794	protein_coding	CASP6	4
ENSG00000123427	protein_coding	EEF1AKMT3	12
ENSG00000207933	miRNA	MIR9-1	1
ENSG00000254726	protein_coding	MEX3A	1
ENSG00000186377	protein_coding	CYP4X1	1
ENSG00000123297	protein_coding	TSFM	12
ENSG00000244717	processed_pseudogene	RPS27P14	5
ENSG00000266477	misc_RNA	RN7SL616P	5
ENSG00000212260	snRNA	RNU6-724P	5
ENSG00000204560	protein_coding	DHX16	6
ENSG00000186160	protein_coding	CYP4Z1	1
ENSG00000183474	protein_coding	GTF2H2C	5
ENSG00000132522	protein_coding	GPS2	17
ENSG00000225154	processed_pseudogene	TUBAP9	1
ENSG00000123739	protein_coding	PLA2G12A	4
ENSG00000225506	lncRNA	CYP4A22-AS1	1
ENSG00000225514	transcribed_processed_pseudogene	MTND1P34	1
ENSG00000224805	lncRNA	LINC00853	1
ENSG00000162366	protein_coding	PDZK1IP1	1
ENSG00000138286	protein_coding	FAM149B1	10
ENSG00000225762	lncRNA	LINC01389	1
ENSG00000186790	protein_coding	FOXE3	1
ENSG00000237424	lncRNA	FOXD2-AS1	1
ENSG00000189030	protein_coding	VHLL	1
ENSG00000162763	protein_coding	LRRC52	1
ENSG00000272795	lncRNA	GAR1-DT	4
ENSG00000109534	protein_coding	GAR1	4
ENSG00000143061	protein_coding	IGSF3	1
ENSG00000226627	lncRNA	SHANK2-AS1	11
ENSG00000136267	protein_coding	DGKB	7
ENSG00000236262	lncRNA	SHANK2-AS2	11
ENSG00000171671	lncRNA	SHANK2-AS3	11
ENSG00000129355	protein_coding	CDKN2D	19
ENSG00000263744	miRNA	MIR3664	11
ENSG00000172900	transcribed_unitary_pseudogene	ACTE1P	11
ENSG00000129354	protein_coding	AP1M2	19
ENSG00000227097	processed_pseudogene	RPS28P7	11
ENSG00000166455	protein_coding	C16orf46	16
ENSG00000182103	protein_coding	FAM181B	11
ENSG00000254254	lncRNA	PENK-AS1	8
ENSG00000255382	lncRNA	LINC02734	11
ENSG00000255063	processed_pseudogene	RBMXP3	11
ENSG00000180245	protein_coding	RRH	4
ENSG00000255494	lncRNA	LINC00681	8
ENSG00000246263	lncRNA	UBR5-DT	8
ENSG00000137509	protein_coding	PRCP	11
ENSG00000254153	lncRNA	LINC02950	8
ENSG00000010539	protein_coding	ZNF200	16
ENSG00000206749	snRNA	RNU6-1083P	12
ENSG00000254139	lncRNA	LINC03018	8
ENSG00000207492	snRNA	RNU6-713P	12
ENSG00000253394	lncRNA	LINC00534	8
ENSG00000240721	processed_pseudogene	RPS4XP15	12
ENSG00000203879	protein_coding	GDI1	X
ENSG00000165805	protein_coding	C12orf50	12
ENSG00000213551	protein_coding	DNAJC9	10
ENSG00000204574	protein_coding	ABCF1	6
ENSG00000135821	protein_coding	GLUL	1
ENSG00000183423	protein_coding	LRIT3	4
ENSG00000249681	processed_pseudogene	KRT19P3	4
ENSG00000227382	processed_pseudogene	EIF4A2P2	10
ENSG00000253598	protein_coding	SLC10A5	8
ENSG00000138813	protein_coding	C4orf17	4
ENSG00000182180	protein_coding	MRPS16	10
ENSG00000104231	protein_coding	ZFAND1	8
ENSG00000227540	lncRNA	DNAJC9-AS1	10
ENSG00000200356	snRNA	RNU6-833P	10
ENSG00000004866	protein_coding	ST7	7
ENSG00000133641	protein_coding	C12orf29	12
ENSG00000138279	protein_coding	ANXA7	10
ENSG00000129353	protein_coding	SLC44A2	19
ENSG00000138823	protein_coding	MTTP	4
ENSG00000248745	processed_pseudogene	NMNAT1P4	4
ENSG00000170365	protein_coding	SMAD1	4
ENSG00000007392	protein_coding	LUC7L	16
ENSG00000215041	protein_coding	NEURL4	17
ENSG00000252747	rRNA_pseudogene	RNA5SP364	12
ENSG00000102312	protein_coding	PORCN	X
ENSG00000158113	protein_coding	LRRC43	12
ENSG00000250582	lncRNA	SMAD1-AS2	4
ENSG00000250902	lncRNA	SMAD1-AS1	4
ENSG00000249245	processed_pseudogene	NCOA4P3	4
ENSG00000237136	protein_coding	C4orf51	4
ENSG00000048740	protein_coding	CELF2	10
ENSG00000151611	protein_coding	MMAA	4
ENSG00000188747	protein_coding	NOXA1	9
ENSG00000204671	protein_coding	IL31	12
ENSG00000183918	protein_coding	SH2D1A	X
ENSG00000203740	protein_coding	NTMT2	1
ENSG00000176383	protein_coding	B3GNT4	12
ENSG00000271686	processed_pseudogene	TNPO3P1	X
ENSG00000197822	protein_coding	OCLN	5
ENSG00000226547	processed_pseudogene	SSU72P1	X
ENSG00000162374	protein_coding	ELAVL4	1
ENSG00000147246	protein_coding	HTR2C	X
ENSG00000230269	lncRNA	LINC02525	6
ENSG00000082269	protein_coding	FAM135A	6
ENSG00000139719	protein_coding	VPS33A	12
ENSG00000145242	protein_coding	EPHA5	4
ENSG00000224664	processed_pseudogene	RPL36AP53	X
ENSG00000208839	snoRNA	SNORA35	X
ENSG00000212100	miRNA	MIR764	X
ENSG00000222321	miRNA	MIR1912	X
ENSG00000276158	miRNA	MIR1264	X
ENSG00000221710	miRNA	MIR1298	X
ENSG00000222715	miRNA	MIR1911	X
ENSG00000224773	processed_pseudogene	HSPA8P7	X
ENSG00000199001	miRNA	MIR448	X
ENSG00000236880	processed_pseudogene	RPS26P57	X
ENSG00000102125	protein_coding	TAFAZZIN	X
ENSG00000232723	processed_pseudogene	RPS17P7	2
ENSG00000213339	protein_coding	QTRT1	19
ENSG00000113396	protein_coding	SLC27A6	5
ENSG00000265451	lncRNA	CLASP1-AS1	2
ENSG00000264229	snRNA	RNU4ATAC	2
ENSG00000230993	processed_pseudogene	RPL12P15	2
ENSG00000237009	lncRNA	GLIS3-AS1	9
ENSG00000228322	lncRNA	GLIS3-AS2	9
ENSG00000213239	processed_pseudogene	NPM1P32	2
ENSG00000200941	snRNA	RNU6-694P	9
ENSG00000137073	protein_coding	UBAP2	9
ENSG00000155438	protein_coding	NIFK	2
ENSG00000139880	protein_coding	CDH24	14
ENSG00000137460	protein_coding	FHDC1	4
ENSG00000211460	protein_coding	TSN	2
ENSG00000214760	processed_pseudogene	RPL21P1	12
ENSG00000257097	lncRNA	CLIP1-AS1	12
ENSG00000227825	transcribed_processed_pseudogene	SLC9A7P1	12
ENSG00000129187	protein_coding	DCTD	4
ENSG00000225185	processed_pseudogene	PPIAP8	12
ENSG00000212443	snoRNA	SNORA53	12
ENSG00000166130	protein_coding	IKBIP	12
ENSG00000066583	protein_coding	ISOC1	5
ENSG00000151332	protein_coding	MBIP	14
ENSG00000207972	miRNA	MIR638	19
ENSG00000265879	miRNA	MIR4748	19
ENSG00000207752	miRNA	MIR199A1	19
ENSG00000275640	miRNA	MIR6793	19
ENSG00000099203	protein_coding	TMED1	19
ENSG00000162086	protein_coding	ZNF75A	16
ENSG00000264563	miRNA	MIR4633	5
ENSG00000120802	protein_coding	TMPO	12
ENSG00000250448	lncRNA	MARCHF11-DT	5
ENSG00000248403	processed_pseudogene	NACAP6	5
ENSG00000254441	processed_pseudogene	EIF2S2P6	11
ENSG00000248150	lncRNA	LINC02150	5
ENSG00000165490	protein_coding	DDIAS	11
ENSG00000173545	protein_coding	ZNF622	5
ENSG00000010438	protein_coding	PRSS3	9
ENSG00000224655	lncRNA	LINC01823	2
ENSG00000164695	protein_coding	CHMP4C	8
ENSG00000214212	protein_coding	C19orf38	19
ENSG00000168275	protein_coding	COA6	1
ENSG00000288622	protein_coding	PDCD6-AHRR	5
ENSG00000169180	protein_coding	XPO6	16
ENSG00000171617	protein_coding	ENC1	5
ENSG00000231942	processed_pseudogene	HNRNPA1P36	8
ENSG00000253133	lncRNA	GPAT4-AS1	8
ENSG00000253943	processed_pseudogene	KRT18P37	8
ENSG00000267544	processed_pseudogene	HIKESHIP2	19
ENSG00000147536	protein_coding	GINS4	8
ENSG00000241563	protein_coding	CORT	1
ENSG00000121989	protein_coding	ACVR2A	2
ENSG00000153207	protein_coding	AHCTF1	1
ENSG00000130844	protein_coding	ZNF331	19
ENSG00000256235	protein_coding	SMIM3	5
ENSG00000148339	protein_coding	SLC25A25	9
ENSG00000112893	protein_coding	MAN2A1	5
ENSG00000066427	protein_coding	ATXN3	14
ENSG00000242279	processed_pseudogene	RPL7AP54	11
ENSG00000137473	protein_coding	TTC29	4
ENSG00000137502	protein_coding	RAB30	11
ENSG00000158669	protein_coding	GPAT4	8
ENSG00000072818	protein_coding	ACAP1	17
ENSG00000109475	protein_coding	RPL34	4
ENSG00000139194	protein_coding	RBP5	12
ENSG00000183137	protein_coding	CEP57L1	6
ENSG00000200345	snRNA	RNU6-485P	12
ENSG00000113739	protein_coding	STC2	5
ENSG00000139182	protein_coding	CLSTN3	12
ENSG00000212389	snRNA	RNU6-1275P	2
ENSG00000138756	protein_coding	BMP2K	4
ENSG00000115947	protein_coding	ORC4	2
ENSG00000174282	protein_coding	ZBTB4	17
ENSG00000182613	protein_coding	OR2V2	5
ENSG00000177721	protein_coding	ANXA2R	5
ENSG00000262500	processed_pseudogene	MAPK8IP1P1	17
ENSG00000113108	protein_coding	APBB3	5
ENSG00000265411	misc_RNA	RN7SL656P	17
ENSG00000260075	unprocessed_pseudogene	NSFP1	17
ENSG00000147533	protein_coding	GOLGA7	8
ENSG00000137094	protein_coding	DNAJB5	9
ENSG00000266497	unprocessed_pseudogene	RDM1P2	17
ENSG00000265315	misc_RNA	RN7SL199P	17
ENSG00000232300	lncRNA	FAM215B	17
ENSG00000263934	snoRNA	SNORD3A	17
ENSG00000264940	snoRNA	SNORD3C	17
ENSG00000153130	protein_coding	SCOC	4
ENSG00000207221	snoRNA	SNORA70E	11
ENSG00000263206	transcribed_unprocessed_pseudogene	KYNUP3	17
ENSG00000255503	lncRNA	LINC02951	11
ENSG00000255010	processed_pseudogene	COX5BP4	11
ENSG00000254965	processed_pseudogene	C1DP5	11
ENSG00000253826	unprocessed_pseudogene	WBP1LP10	11
ENSG00000224777	unprocessed_pseudogene	OR4F2P	11
ENSG00000235397	lncRNA	EPN2-AS1	17
ENSG00000270921	processed_pseudogene	CICP23	11
ENSG00000221540	miRNA	MIR1180	17
ENSG00000166484	protein_coding	MAPK7	17
ENSG00000222225	snRNA	RNU6-447P	11
ENSG00000188076	protein_coding	SCGB1C1	11
ENSG00000122386	protein_coding	ZNF205	16
ENSG00000283920	miRNA	MIR6743	11
ENSG00000142082	protein_coding	SIRT3	11
ENSG00000151247	protein_coding	EIF4E	4
ENSG00000156869	protein_coding	FRRS1	1
ENSG00000177239	protein_coding	MAN1B1	9
ENSG00000166816	protein_coding	LDHD	16
ENSG00000174885	protein_coding	NLRP6	11
ENSG00000033122	protein_coding	LRRC7	1
ENSG00000204406	protein_coding	MBD5	2
ENSG00000257195	processed_pseudogene	HNRNPA1P50	12
ENSG00000252995	snRNA	RNU6-667P	15
ENSG00000136371	protein_coding	MTHFS	15
ENSG00000166268	protein_coding	MYRFL	12
ENSG00000142102	protein_coding	PGGHG	11
ENSG00000059122	protein_coding	FLYWCH1	16
ENSG00000166482	protein_coding	MFAP4	17
ENSG00000259332	protein_coding	ST20-MTHFS	15
ENSG00000152583	protein_coding	SPARCL1	4
ENSG00000259642	lncRNA	ST20-AS1	15
ENSG00000264933	misc_RNA	RN7SL190P	X
ENSG00000086666	protein_coding	ZFAND6	15
ENSG00000009694	protein_coding	TENM1	X
ENSG00000136834	protein_coding	OR1J1	9
ENSG00000197233	protein_coding	OR1J2	9
ENSG00000239590	protein_coding	OR1J4	9
ENSG00000171505	protein_coding	OR1N1	9
ENSG00000171501	protein_coding	OR1N2	9
ENSG00000257139	lncRNA	LINC02821	12
ENSG00000228914	unprocessed_pseudogene	OR1H1P	9
ENSG00000165202	protein_coding	OR1Q1	9
ENSG00000135643	protein_coding	KCNMB4	12
ENSG00000173679	protein_coding	OR1L1	9
ENSG00000156042	protein_coding	CFAP70	10
ENSG00000226783	processed_pseudogene	TLK1P1	9
ENSG00000107249	protein_coding	GLIS3	9
ENSG00000166164	protein_coding	BRD7	16
ENSG00000222405	snRNA	RNU4-65P	12
ENSG00000175899	protein_coding	A2M	12
ENSG00000206013	protein_coding	IFITM5	11
ENSG00000182272	protein_coding	B4GALNT4	11
ENSG00000143278	protein_coding	F13B	1
ENSG00000224007	processed_pseudogene	USP12P2	2
ENSG00000232238	processed_pseudogene	RPS29P8	2
ENSG00000128482	protein_coding	RNF112	17
